Tipo Producto,Nombre Producto,Subproducto,Nombre Subproducto,ID Cliente 2
2,Tarjeta credito Master,3,MC,10000344562
4,Cuenta de Ahorro,33,CUENTA FIEL,10000135543
1,Tarjeta Credito Visa,96,VIS CL CRO,10000110709
3,Prestamos,741,Libre Inversion,10000328642
2,Tarjeta credito Master,79,OLM,10000177325
9,TD M Tarjeta Debito Master,525358,MTRO,10000155987
12,Tarjeta Visa,21,VIS INTE AV,10000018360
200,Productos Banco SFC,298,Otros productos de Estab SEDPE,10000326502
3,Prestamos,705,Credicheque (RC) - BAU,10000191818
1,Tarjeta Credito Visa,62,CENS G,10000040671
3,Prestamos,732,Rotativo,10000198726
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000033769
4,Cuenta de Ahorro,30,AHORROS CUENTA CONMIGO,10000020277
12,Tarjeta Visa,81,VIS GALM,10000205690
7,CDTS,5,CDT >= 6 Y < 12 PESOS T.F 365,10000137917
1,Tarjeta Credito Visa,73,VIS SIG,10000059887
12,Tarjeta Visa,36,VIS PLAV,10000108965
1,Tarjeta Credito Visa,61,CENS CL,10000315785
3,Prestamos,797,Desvinculado Libranza,10000331648
3,Prestamos,732,Rotativo,10000188920
10,Tarjeta Credito Amex,9,STMX,10000101273
2,Tarjeta credito Master,79,OLM,10000224345
2,Tarjeta credito Master,47,MGADV,10000013851
3,Prestamos,732,Rotativo,10000121278
1,Tarjeta Credito Visa,61,CENS CL,10000258239
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000104805
4,Cuenta de Ahorro,100,CTA AH PLUS CLASICO1,10000071955
12,Tarjeta Visa,91,CASTVP,10000208710
1,Tarjeta Credito Visa,2,VIS OR,10000172084
3,Prestamos,732,Rotativo,10000192323
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000258167
4,Cuenta de Ahorro,30,AHORROS CUENTA CONMIGO,10000167121
3,Prestamos,741,Libre Inversion,10000001180
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000026969
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000140430
2,Tarjeta credito Master,74,MASORCL,10000176389
12,Tarjeta Visa,36,VIS PLAV,10000280749
1,Tarjeta Credito Visa,51,VIS INTE CEN,10000112001
200,Productos Banco SFC,201,Cuenta de ahorro,10000125390
12,Tarjeta Visa,21,VIS INTE AV,10000056176
3,Prestamos,700,Instalamento- Ref,10000148103
200,Productos Banco SFC,215,Tarjetas de crédito,10000221234
1,Tarjeta Credito Visa,62,CENS G,10000296827
2,Tarjeta credito Master,3,MC,10000352257
4,Cuenta de Ahorro,30,AHORROS CUENTA CONMIGO,10000030829
12,Tarjeta Visa,36,VIS PLAV,10000248116
3,Prestamos,428,CARTERA VIVIENDA VIS PESOS,10000032814
3,Prestamos,738,Rotativo,10000193968
3,Prestamos,732,Rotativo,10000090724
5,Cuenta Corriente,51,CUENTA CORRIENTE P.NATURAL,10000000541
3,Prestamos,705,Credicheque (RC) - BAU,10000176646
2,Tarjeta credito Master,74,MASORCL,10000209059
90,No Vinculados,90,no vinculados,10000054939
9,TD M Tarjeta Debito Master,525358,MTRO,10000155182
2,Tarjeta credito Master,3,MC,10000220729
3,Prestamos,741,Libre Inversion,10000000724
12,Tarjeta Visa,21,VIS INTE AV,10000085580
300,Leasing Productos,6500,Leasing  Habitacional,10000054961
2,Tarjeta credito Master,57,ORTEP,10000110123
1,Tarjeta Credito Visa,91,PRPLAT,10000316907
9,TD M Tarjeta Debito Master,525358,MTRO,10000152676
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000275518
1,Tarjeta Credito Visa,1,VIS CL,10000044510
3,Prestamos,756,Unificaciones consumo,10000300300
3,Prestamos,428,CARTERA VIVIENDA VIS PESOS,10000136407
1,Tarjeta Credito Visa,61,CENS CL,10000122772
1,Tarjeta Credito Visa,96,VIS CL CRO,10000345150
1,Tarjeta Credito Visa,73,VIS SIG,10000022584
1,Tarjeta Credito Visa,51,VIS INTE CEN,10000007699
2,Tarjeta credito Master,74,MASORCL,10000091519
1,Tarjeta Credito Visa,94,VLNCLAS,10000026622
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000008269
4,Cuenta de Ahorro,33,CUENTA FIEL,10000122806
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000143574
1,Tarjeta Credito Visa,1,VIS CL,10000277710
3,Prestamos,743,CONSUMO VEHICULO,10000258211
12,Tarjeta Visa,36,VIS PLAV,10000037474
1,Tarjeta Credito Visa,6,PLTUM,10000181448
12,Tarjeta Visa,36,VIS PLAV,10000146718
4,Cuenta de Ahorro,101,CTA AH MOMENTUM CLASICO2,10000029846
12,Tarjeta Visa,84,VIS CLS CS,10000087986
1,Tarjeta Credito Visa,96,VIS CL CRO,10000143029
2,Tarjeta credito Master,79,OLM,10000260619
90,No Vinculados,90,no vinculados,10000199296
12,Tarjeta Visa,36,VIS PLAV,10000046202
4,Cuenta de Ahorro,30,AHORROS CUENTA CONMIGO,10000167192
4,Cuenta de Ahorro,35,CTA AH RENTAPREMIUM NOMINA,10000155411
1,Tarjeta Credito Visa,94,VLNCLAS,10000015780
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000140117
12,Tarjeta Visa,36,VIS PLAV,10000204338
12,Tarjeta Visa,36,VIS PLAV,10000231550
1,Tarjeta Credito Visa,62,CENS G,10000070098
1,Tarjeta Credito Visa,61,CENS CL,10000085345
200,Productos Banco SFC,215,Tarjetas de crédito,10000150858
2,Tarjeta credito Master,71,ORPAN,10000252009
1,Tarjeta Credito Visa,62,CENS G,10000013763
1,Tarjeta Credito Visa,1,VIS CL,10000347163
2,Tarjeta credito Master,83,MCLASH,10000194247
1,Tarjeta Credito Visa,96,VIS CL CRO,10000177313
5,Cuenta Corriente,51,CUENTA CORRIENTE P.NATURAL,10000067565
1,Tarjeta Credito Visa,62,CENS G,10000027487
1,Tarjeta Credito Visa,62,CENS G,10000217811
1,Tarjeta Credito Visa,62,CENS G,10000306697
12,Tarjeta Visa,36,VIS PLAV,10000223218
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000053763
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000042503
1,Tarjeta Credito Visa,62,CENS G,10000036350
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000139985
4,Cuenta de Ahorro,33,CUENTA FIEL,10000338601
2,Tarjeta credito Master,3,MC,10000114081
1,Tarjeta Credito Visa,1,VIS CL,10000041100
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000137390
12,Tarjeta Visa,36,VIS PLAV,10000022554
10,Tarjeta Credito Amex,9,STMX,10000318210
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000257681
1,Tarjeta Credito Visa,97,VORCL,10000105668
2,Tarjeta credito Master,4,MOR,10000354117
12,Tarjeta Visa,36,VIS PLAV,10000043029
1,Tarjeta Credito Visa,61,CENS CL,10000343816
2,Tarjeta credito Master,44,MMBL,10000268460
12,Tarjeta Visa,36,VIS PLAV,10000018700
12,Tarjeta Visa,21,VIS INTE AV,10000236358
3,Prestamos,705,Credicheque (RC) - BAU,10000174823
1,Tarjeta Credito Visa,62,CENS G,10000332886
12,Tarjeta Visa,36,VIS PLAV,10000226094
1,Tarjeta Credito Visa,1,VIS CL,10000090781
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000157450
2,Tarjeta credito Master,73,Master Clásica Claro,10000095786
3,Prestamos,410,CONSTRUCTOR U.V.R.,10000169524
10,Tarjeta Credito Amex,9,STMX,10000042391
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000023716
1,Tarjeta Credito Visa,61,CENS CL,10000028926
12,Tarjeta Visa,36,VIS PLAV,10000148858
12,Tarjeta Visa,84,VIS CLS CS,10000067808
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000165993
12,Tarjeta Visa,21,VIS INTE AV,10000027485
7,CDTS,3,CDT < 6 MESES PESOS T.F 365,10000174284
12,Tarjeta Visa,21,VIS INTE AV,10000223018
2,Tarjeta credito Master,58,MGRWDS,10000144637
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000211374
12,Tarjeta Visa,36,VIS PLAV,10000106259
1,Tarjeta Credito Visa,62,CENS G,10000058407
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000211023
1,Tarjeta Credito Visa,1,VIS CL,10000227016
1,Tarjeta Credito Visa,61,CENS CL,10000285122
4,Cuenta de Ahorro,14,CTA DE AHORRO FISCAL AFC CAPIT,10000006317
12,Tarjeta Visa,21,VIS INTE AV,10000331958
1,Tarjeta Credito Visa,61,CENS CL,10000024654
300,Leasing Productos,6500,Leasing  Habitacional,10000000094
2,Tarjeta credito Master,3,MC,10000099603
12,Tarjeta Visa,36,VIS PLAV,10000033054
2,Tarjeta credito Master,29,MASPLAD,10000205128
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000016234
9,TD M Tarjeta Debito Master,525358,MTRO,10000072093
1,Tarjeta Credito Visa,61,CENS CL,10000057633
3,Prestamos,454,ADMON CART CASTIGADA,10000278820
1,Tarjeta Credito Visa,95,VIS PRI PLAT,10000147128
2,Tarjeta credito Master,79,OLM,10000354640
1,Tarjeta Credito Visa,94,VLNCLAS,10000101877
4,Cuenta de Ahorro,42,CTA AH SAVING ESPECIAL5,10000116648
2,Tarjeta credito Master,3,MC,10000271131
1,Tarjeta Credito Visa,94,VLNCLAS,10000157833
2,Tarjeta credito Master,83,MCLASH,10000237107
9,TD M Tarjeta Debito Master,525358,MTRO,10000271639
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000157672
2,Tarjeta credito Master,10,MASBCK,10000047845
3,Prestamos,741,Libre Inversion,10000028178
2,Tarjeta credito Master,83,MCLASH,10000320884
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000090193
4,Cuenta de Ahorro,3,CUENTA DE AHORROS CHIQUICUENTA,10000268457
1,Tarjeta Credito Visa,62,CENS G,10000235000
2,Tarjeta credito Master,4,MOR,10000022922
4,Cuenta de Ahorro,14,CTA DE AHORRO FISCAL AFC CAPIT,10000005137
1,Tarjeta Credito Visa,99,VIS SIG CLAS,10000243248
1,Tarjeta Credito Visa,62,CENS G,10000026935
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000039400
1,Tarjeta Credito Visa,2,VIS OR,10000088683
300,Leasing Productos,6500,Leasing  Habitacional,10000054791
1,Tarjeta Credito Visa,51,VIS INTE CEN,10000084733
1,Tarjeta Credito Visa,1,VIS CL,10000211004
3,Prestamos,732,Rotativo,10000121658
2,Tarjeta credito Master,3,MC,10000304558
1,Tarjeta Credito Visa,61,CENS CL,10000355332
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000339894
1,Tarjeta Credito Visa,62,CENS G,10000039941
2,Tarjeta credito Master,4,MOR,10000003224
1,Tarjeta Credito Visa,1,VIS CL,10000027060
3,Prestamos,741,Libre Inversion,10000000618
1,Tarjeta Credito Visa,1,VIS CL,10000354319
1,Tarjeta Credito Visa,61,CENS CL,10000211032
5,Cuenta Corriente,51,CUENTA CORRIENTE P.NATURAL,10000055279
1,Tarjeta Credito Visa,95,VIS PRI PLAT,10000110005
1,Tarjeta Credito Visa,70,VIS BAS TEL,10000046018
1,Tarjeta Credito Visa,98,VPLCL,10000251687
1,Tarjeta Credito Visa,96,VIS CL CRO,10000094773
3,Prestamos,705,Credicheque (RC) - BAU,10000116568
90,No Vinculados,90,no vinculados,10000284307
12,Tarjeta Visa,21,VIS INTE AV,10000154104
3,Prestamos,732,Rotativo,10000041906
1,Tarjeta Credito Visa,62,CENS G,10000221961
1,Tarjeta Credito Visa,62,CENS G,10000022829
3,Prestamos,705,Credicheque (RC) - BAU,10000192509
1,Tarjeta Credito Visa,62,CENS G,10000033332
1,Tarjeta Credito Visa,43,VISORRA,10000347819
1,Tarjeta Credito Visa,51,VIS INTE CEN,10000037073
1,Tarjeta Credito Visa,93,VIS LINOR,10000319331
12,Tarjeta Visa,36,VIS PLAV,10000028047
1,Tarjeta Credito Visa,2,VIS OR,10000094627
12,Tarjeta Visa,36,VIS PLAV,10000250007
2,Tarjeta credito Master,3,MC,10000021934
1,Tarjeta Credito Visa,62,CENS G,10000028621
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000025420
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000087612
3,Prestamos,743,CONSUMO VEHICULO,10000298540
12,Tarjeta Visa,21,VIS INTE AV,10000028097
12,Tarjeta Visa,36,VIS PLAV,10000325052
12,Tarjeta Visa,36,VIS PLAV,10000044174
3,Prestamos,732,Rotativo,10000161166
1,Tarjeta Credito Visa,94,VLNCLAS,10000206826
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000143826
12,Tarjeta Visa,36,VIS PLAV,10000053160
2,Tarjeta credito Master,7,PLTUM,10000352558
3,Prestamos,732,Rotativo,10000161165
2,Tarjeta credito Master,7,PLTUM,10000095496
12,Tarjeta Visa,36,VIS PLAV,10000241465
2,Tarjeta credito Master,3,MC,10000104971
12,Tarjeta Visa,36,VIS PLAV,10000162645
1,Tarjeta Credito Visa,61,CENS CL,10000266102
3,Prestamos,705,Credicheque (RC) - BAU,10000291852
2,Tarjeta credito Master,3,MC,10000352904
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000265531
1,Tarjeta Credito Visa,73,VIS SIG,10000094561
5,Cuenta Corriente,51,CUENTA CORRIENTE P.NATURAL,10000188665
2,Tarjeta credito Master,56,CLAS TP,10000356418
3,Prestamos,400,Hipotecario Vivienda U.V.R.,10000282735
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000291370
4,Cuenta de Ahorro,3,CUENTA DE AHORROS CHIQUICUENTA,10000017228
1,Tarjeta Credito Visa,61,CENS CL,10000087153
3,Prestamos,705,Credicheque (RC) - BAU,10000127787
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000210155
1,Tarjeta Credito Visa,62,CENS G,10000235897
4,Cuenta de Ahorro,14,CTA DE AHORRO FISCAL AFC CAPIT,10000006439
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000236765
2,Tarjeta credito Master,83,MCLASH,10000028315
3,Prestamos,741,Libre Inversion,10000000916
2,Tarjeta credito Master,44,MMBL,10000183023
4,Cuenta de Ahorro,14,CTA DE AHORRO FISCAL AFC CAPIT,10000004251
2,Tarjeta credito Master,3,MC,10000184510
1,Tarjeta Credito Visa,91,PRPLAT,10000357969
12,Tarjeta Visa,36,VIS PLAV,10000066246
3,Prestamos,732,Rotativo,10000176156
1,Tarjeta Credito Visa,94,VLNCLAS,10000110120
12,Tarjeta Visa,36,VIS PLAV,10000103258
200,Productos Banco SFC,213,Créditos de vivienda,10000201965
1,Tarjeta Credito Visa,94,VLNCLAS,10000348166
12,Tarjeta Visa,36,VIS PLAV,10000170444
12,Tarjeta Visa,36,VIS PLAV,10000209211
2,Tarjeta credito Master,3,MC,10000320439
1,Tarjeta Credito Visa,62,CENS G,10000126420
12,Tarjeta Visa,36,VIS PLAV,10000226141
2,Tarjeta credito Master,44,MMBL,10000051825
2,Tarjeta credito Master,4,MOR,10000101861
2,Tarjeta credito Master,79,OLM,10000227184
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000252857
12,Tarjeta Visa,84,VIS CLS CS,10000134969
4,Cuenta de Ahorro,33,CUENTA FIEL,10000340614
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000294710
5,Cuenta Corriente,51,CUENTA CORRIENTE P.NATURAL,10000061306
12,Tarjeta Visa,36,VIS PLAV,10000333458
1,Tarjeta Credito Visa,94,VLNCLAS,10000329042
300,Leasing Productos,6500,Leasing  Habitacional,10000036618
4,Cuenta de Ahorro,30,AHORROS CUENTA CONMIGO,10000131107
3,Prestamos,325,Cartera cial vehículo,10000357703
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000117586
3,Prestamos,705,Credicheque (RC) - BAU,10000102293
12,Tarjeta Visa,36,VIS PLAV,10000273170
4,Cuenta de Ahorro,6,AHORROS ESPECIAL P.JURIDICAS,10000137765
1,Tarjeta Credito Visa,1,VIS CL,10000148328
4,Cuenta de Ahorro,1,CUENTA DE AHORROS TRADICIONAL,10000290982
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000294415
2,Tarjeta credito Master,9,MSCLS,10000135278
2,Tarjeta credito Master,44,MMBL,10000245372
1,Tarjeta Credito Visa,2,VIS OR,10000020175
4,Cuenta de Ahorro,14,CTA DE AHORRO FISCAL AFC CAPIT,10000006060
1,Tarjeta Credito Visa,62,CENS G,10000163469
12,Tarjeta Visa,84,VIS CLS CS,10000097658
3,Prestamos,743,CONSUMO VEHICULO,10000357482
1,Tarjeta Credito Visa,61,CENS CL,10000311068
12,Tarjeta Visa,36,VIS PLAV,10000036159
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000116268
2,Tarjeta credito Master,57,ORTEP,10000335668
12,Tarjeta Visa,36,VIS PLAV,10000204747
200,Productos Banco SFC,215,Tarjetas de crédito,10000109244
1,Tarjeta Credito Visa,97,VORCL,10000090524
1,Tarjeta Credito Visa,94,VLNCLAS,10000016577
1,Tarjeta Credito Visa,61,CENS CL,10000043589
1,Tarjeta Credito Visa,62,CENS G,10000111257
300,Leasing Productos,6300,Leasing Inmobiliario PN,10000000258
2,Tarjeta credito Master,71,ORPAN,10000306796
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000150804
3,Prestamos,732,Rotativo,10000248386
3,Prestamos,732,Rotativo,10000022874
1,Tarjeta Credito Visa,61,CENS CL,10000080354
4,Cuenta de Ahorro,14,CTA DE AHORRO FISCAL AFC CAPIT,10000003626
3,Prestamos,732,Rotativo,10000088782
4,Cuenta de Ahorro,33,CUENTA FIEL,10000130545
9,TD M Tarjeta Debito Master,525358,MTRO,10000014528
1,Tarjeta Credito Visa,91,PRPLAT,10000182125
2,Tarjeta credito Master,28,MASTERCARD BÁSICA,10000022137
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000338170
3,Prestamos,741,Libre Inversion,10000300764
200,Productos Banco SFC,201,Cuenta de ahorro,10000154054
12,Tarjeta Visa,36,VIS PLAV,10000056308
12,Tarjeta Visa,82,VIS GOR,10000101504
200,Productos Banco SFC,201,Cuenta de ahorro,10000182406
2,Tarjeta credito Master,79,OLM,10000111644
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000181038
1,Tarjeta Credito Visa,96,VIS CL CRO,10000264491
4,Cuenta de Ahorro,14,CTA DE AHORRO FISCAL AFC CAPIT,10000004496
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000214651
1,Tarjeta Credito Visa,94,VLNCLAS,10000234762
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000145688
1,Tarjeta Credito Visa,1,VIS CL,10000052191
2,Tarjeta credito Master,56,CLAS TP,10000227226
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000104907
4,Cuenta de Ahorro,1,CUENTA DE AHORROS TRADICIONAL,10000122142
1,Tarjeta Credito Visa,94,VLNCLAS,10000320378
12,Tarjeta Visa,21,VIS INTE AV,10000056759
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000139207
9,TD M Tarjeta Debito Master,525358,MTRO,10000337070
3,Prestamos,801,Castigo rotativo,10000153840
3,Prestamos,700,Instalamento- Ref,10000076194
1,Tarjeta Credito Visa,62,CENS G,10000154138
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000128118
10,Tarjeta Credito Amex,9,STMX,10000093252
1,Tarjeta Credito Visa,60,ORCAF,10000052898
3,Prestamos,741,Libre Inversion,10000289665
1,Tarjeta Credito Visa,61,CENS CL,10000070594
1,Tarjeta Credito Visa,97,VORCL,10000146888
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000209583
200,Productos Banco SFC,215,Tarjetas de crédito,10000025127
200,Productos Banco SFC,210,Créditos comerciales,10000039991
2,Tarjeta credito Master,4,MOR,10000240656
12,Tarjeta Visa,36,VIS PLAV,10000107955
1,Tarjeta Credito Visa,61,CENS CL,10000293164
1,Tarjeta Credito Visa,6,PLTUM,10000044267
4,Cuenta de Ahorro,14,CTA DE AHORRO FISCAL AFC CAPIT,10000004138
200,Productos Banco SFC,201,Cuenta de ahorro,10000057864
4,Cuenta de Ahorro,14,CTA DE AHORRO FISCAL AFC CAPIT,10000145371
1,Tarjeta Credito Visa,62,CENS G,10000183601
1,Tarjeta Credito Visa,62,CENS G,10000146390
12,Tarjeta Visa,36,VIS PLAV,10000073637
1,Tarjeta Credito Visa,96,VIS CL CRO,10000089069
3,Prestamos,15,Migrado empleado ,10000047970
12,Tarjeta Visa,92,TARJETA DE CRÉDITO,10000277981
1,Tarjeta Credito Visa,72,VIS TEL,10000113046
200,Tarjetas de crédito,215,Tarjetas de crédito,10000169937
1,Tarjeta Credito Visa,62,CENS G,10000013717
90,No Vinculados,90,no vinculados,10000284307
1,Tarjeta Credito Visa,62,CENS G,10000351494
2,Tarjeta credito Master,44,MMBL,10000059557
4,Cuenta de Ahorro,33,CUENTA FIEL,10000085305
12,Tarjeta Visa,84,VIS CLS CS,10000276647
4,Cuenta de Ahorro,33,CUENTA FIEL,10000200550
2,Tarjeta credito Master,29,MASPLAD,10000265850
1,Tarjeta Credito Visa,97,VORCL,10000236696
2,Tarjeta credito Master,73,Master Clásica Claro,10000002107
2,Tarjeta credito Master,90,CASTMP,10000122882
1,Tarjeta Credito Visa,62,CENS G,10000252526
10,Tarjeta Credito Amex,9,STMX,10000238139
12,Tarjeta Visa,36,VIS PLAV,10000037922
1,Tarjeta Credito Visa,62,CENS G,10000342200
1,Tarjeta Credito Visa,2,VIS OR,10000149997
1,Tarjeta Credito Visa,95,VIS PRI PLAT,10000277530
1,Tarjeta Credito Visa,96,VIS CL CRO,10000027480
10,Tarjeta Credito Amex,9,STMX,10000016997
1,Tarjeta Credito Visa,94,VLNCLAS,10000350901
4,Cuenta de Ahorro,33,CUENTA FIEL,10000012131
3,Prestamos,454,ADMON CART CASTIGADA,10000021672
12,Tarjeta Visa,36,VIS PLAV,10000228391
1,Tarjeta Credito Visa,97,VORCL,10000355463
3,Prestamos,741,Libre Inversion,10000085764
1,Tarjeta Credito Visa,6,PLTUM,10000125207
12,Tarjeta Visa,36,VIS PLAV,10000018061
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000170732
1,Tarjeta Credito Visa,2,VIS OR,10000087540
1,Tarjeta Credito Visa,2,VIS OR,10000348290
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000001006
12,Tarjeta Visa,36,VIS PLAV,10000208596
1,Tarjeta Credito Visa,62,CENS G,10000308858
5,Cuenta Corriente,80,CTA PUENTE ONE PLUS,10000181997
1,Tarjeta Credito Visa,62,CENS G,10000272258
12,Tarjeta Visa,36,VIS PLAV,10000070832
2,Tarjeta credito Master,7,PLTUM,10000056014
3,Prestamos,705,Credicheque (RC) - BAU,10000193377
1,Tarjeta Credito Visa,62,CENS G,10000215997
12,Tarjeta Visa,36,VIS PLAV,10000045678
4,Cuenta de Ahorro,27,RENTA PREMIUM MAX PERSONA NAT.,10000048675
1,Tarjeta Credito Visa,62,CENS G,10000251781
3,Prestamos,16,Migrado empleado ,10000151790
12,Tarjeta Visa,82,VIS GOR,10000034290
200,Productos Banco SFC,213,Créditos de vivienda,10000039464
4,Cuenta de Ahorro,115,CTA AH SAVING ESPECIAL5,10000020534
1,Tarjeta Credito Visa,62,CENS G,10000160953
12,Tarjeta Visa,36,VIS PLAV,10000034322
1,Tarjeta Credito Visa,61,CENS CL,10000292971
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000115386
1,Tarjeta Credito Visa,61,CENS CL,10000127691
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000334577
2,Tarjeta credito Master,4,MOR,10000247977
1,Tarjeta Credito Visa,1,VIS CL,10000037226
1,Tarjeta Credito Visa,73,VIS SIG,10000146703
1,Tarjeta Credito Visa,61,CENS CL,10000069031
5,Cuenta Corriente,51,CUENTA CORRIENTE P.NATURAL,10000120943
3,Prestamos,706,Credicheque (RC) - BALCON,10000189265
12,Tarjeta Visa,36,VIS PLAV,10000080870
1,Tarjeta Credito Visa,94,VLNCLAS,10000090287
2,Tarjeta credito Master,3,MC,10000280121
1,Tarjeta Credito Visa,62,CENS G,10000047588
12,Tarjeta Visa,21,VIS INTE AV,10000032376
1,Tarjeta Credito Visa,62,CENS G,10000263367
4,Cuenta de Ahorro,46,CTA AHO RENTAPREMIUN PRIME,10000023105
1,Tarjeta Credito Visa,1,VIS CL,10000215411
1,Tarjeta Credito Visa,95,VIS PRI PLAT,10000138490
12,Tarjeta Visa,36,VIS PLAV,10000234378
1,Tarjeta Credito Visa,62,CENS G,10000036690
1,Tarjeta Credito Visa,94,VLNCLAS,10000258058
3,Prestamos,411,CARTERA VIVIENDA PESOS,10000138806
3,Prestamos,711,Exempleados Gtia Hipotecaria,10000101101
4,Cuenta de Ahorro,14,CTA DE AHORRO FISCAL AFC CAPIT,10000140921
5,Cuenta Corriente,81,Cuenta corriente,10000039368
2,Tarjeta credito Master,7,PLTUM,10000237778
2,Tarjeta credito Master,4,MOR,10000272187
2,Tarjeta credito Master,83,MCLASH,10000289997
2,Tarjeta credito Master,79,OLM,10000028365
3,Prestamos,705,Credicheque (RC) - BAU,10000175447
2,Tarjeta credito Master,4,MOR,10000348667
90,No Vinculados,90,no vinculados,10000292518
1,Tarjeta Credito Visa,6,PLTUM,10000239143
1,Tarjeta Credito Visa,73,VIS SIG,10000073789
12,Tarjeta Visa,36,VIS PLAV,10000214297
1,Tarjeta Credito Visa,61,CENS CL,10000325494
12,Tarjeta Visa,36,VIS PLAV,10000023327
1,Tarjeta Credito Visa,62,CENS G,10000110636
2,Tarjeta credito Master,7,PLTUM,10000163203
9,TD M Tarjeta Debito Master,525358,MTRO,10000333887
2,Tarjeta credito Master,4,MOR,10000165851
2,Tarjeta credito Master,79,OLM,10000229450
2,Tarjeta credito Master,4,MOR,10000063390
2,Tarjeta credito Master,44,MMBL,10000095964
1,Tarjeta Credito Visa,3,VIS PLAT CEN,10000091103
2,Tarjeta credito Master,7,PLTUM,10000045936
1,Tarjeta Credito Visa,61,CENS CL,10000219093
4,Cuenta de Ahorro,115,CTA AH SAVING ESPECIAL5,10000030538
4,Cuenta de Ahorro,14,CTA DE AHORRO FISCAL AFC CAPIT,10000005312
4,Cuenta de Ahorro,14,CTA DE AHORRO FISCAL AFC CAPIT,10000004827
3,Prestamos,741,Libre Inversion,10000201109
1,Tarjeta Credito Visa,73,VIS SIG,10000054004
1,Tarjeta Credito Visa,50,CLASCAM,10000304089
2,Tarjeta credito Master,74,MASORCL,10000106218
1,Tarjeta Credito Visa,6,PLTUM,10000009729
1,Tarjeta Credito Visa,96,VIS CL CRO,10000065739
12,Tarjeta Visa,36,VIS PLAV,10000249155
3,Prestamos,741,Libre Inversion,10000113090
12,Tarjeta Visa,84,VIS CLS CS,10000181417
4,Cuenta de Ahorro,15,CUENTA DE AHORROS NOMINA,10000055104
12,Tarjeta Visa,36,VIS PLAV,10000044551
2,Tarjeta credito Master,79,OLM,10000064815
1,Tarjeta Credito Visa,94,VLNCLAS,10000042914
90,No Vinculados,90,no vinculados,10000284309
2,Tarjeta credito Master,79,OLM,10000210620
3,Prestamos,741,Libre Inversion,10000003348
4,Cuenta de Ahorro,35,CTA AH RENTAPREMIUM NOMINA,10000055713
1,Tarjeta Credito Visa,1,VIS CL,10000212869
2,Tarjeta credito Master,83,MCLASH,10000021669
2,Tarjeta credito Master,29,MASPLAD,10000057298
3,Prestamos,705,Credicheque (RC) - BAU,10000160966
4,Cuenta de Ahorro,36,FLEXI CUENTA,10000173191
